,iter,weights
0,1,"{'number_adjacent_facts_other_value': 1, 'number_other_facts_same_value': 1, 'number_other_facts_other_value': 1, 'adjacent_col_used': 1, 'adjacent_row_used': 1, 'adjacent_block_used': 1, 'other_col_cons': 1, 'other_row_cons': 1, 'other_block_cons': 1, 'number_adjacent_row_facts': 1, 'number_adjacent_col_facts': 1, 'number_adjacent_block_facts': 1}"
1,2,"{'number_adjacent_facts_other_value': 2.0, 'number_other_facts_same_value': 0.5, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 2.0, 'adjacent_row_used': 0.001, 'adjacent_block_used': 2.0, 'other_col_cons': 1.75, 'other_row_cons': 2.0, 'other_block_cons': 1.75, 'number_adjacent_row_facts': 2.0, 'number_adjacent_col_facts': 2.0, 'number_adjacent_block_facts': 2.0}"
2,3,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 0.001, 'adjacent_block_used': 3.0, 'other_col_cons': 2.625, 'other_row_cons': 2.875, 'other_block_cons': 0.75, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 2.6666666666666665, 'number_adjacent_block_facts': 1.6666666666666667}"
3,4,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 3.0, 'adjacent_col_used': 3.0, 'adjacent_row_used': 1.001, 'adjacent_block_used': 2.0, 'other_col_cons': 2.625, 'other_row_cons': 2.875, 'other_block_cons': 1.75, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 2.6666666666666665, 'number_adjacent_block_facts': 1.6666666666666667}"
4,5,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 4.0, 'adjacent_row_used': 2.001, 'adjacent_block_used': 1.0, 'other_col_cons': 1.625, 'other_row_cons': 2.875, 'other_block_cons': 2.75, 'number_adjacent_row_facts': 2.0, 'number_adjacent_col_facts': 2.1666666666666665, 'number_adjacent_block_facts': 1.1666666666666667}"
5,6,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 4.0, 'adjacent_row_used': 3.001, 'adjacent_block_used': 0.001, 'other_col_cons': 1.625, 'other_row_cons': 1.875, 'other_block_cons': 3.75, 'number_adjacent_row_facts': 2.0, 'number_adjacent_col_facts': 2.1666666666666665, 'number_adjacent_block_facts': 1.1666666666666667}"
6,7,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 4.0, 'adjacent_row_used': 3.001, 'adjacent_block_used': 0.001, 'other_col_cons': 1.625, 'other_row_cons': 1.875, 'other_block_cons': 3.75, 'number_adjacent_row_facts': 2.0, 'number_adjacent_col_facts': 2.1666666666666665, 'number_adjacent_block_facts': 1.1666666666666667}"
7,8,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 4.0, 'adjacent_col_used': 4.0, 'adjacent_row_used': 4.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 1.625, 'other_row_cons': 0.875, 'other_block_cons': 4.75, 'number_adjacent_row_facts': 2.0, 'number_adjacent_col_facts': 2.1666666666666665, 'number_adjacent_block_facts': 1.1666666666666667}"
8,9,"{'number_adjacent_facts_other_value': 2.25, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 5.0, 'adjacent_col_used': 4.0, 'adjacent_row_used': 5.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 1.625, 'other_row_cons': 0.875, 'other_block_cons': 4.75, 'number_adjacent_row_facts': 2.5, 'number_adjacent_col_facts': 1.6666666666666665, 'number_adjacent_block_facts': 0.9666666666666668}"
9,10,"{'number_adjacent_facts_other_value': 3.05, 'number_other_facts_same_value': 1.0, 'number_other_facts_other_value': 5.0, 'adjacent_col_used': 5.0, 'adjacent_row_used': 5.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 0.625, 'other_row_cons': 1.5416666666666665, 'other_block_cons': 4.75, 'number_adjacent_row_facts': 2.5, 'number_adjacent_col_facts': 2.466666666666667, 'number_adjacent_block_facts': 0.9666666666666668}"
10,11,"{'number_adjacent_facts_other_value': 3.05, 'number_other_facts_same_value': 1.4, 'number_other_facts_other_value': 5.0, 'adjacent_col_used': 6.0, 'adjacent_row_used': 5.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 0.625, 'other_row_cons': 2.1416666666666666, 'other_block_cons': 5.75, 'number_adjacent_row_facts': 2.5, 'number_adjacent_col_facts': 2.466666666666667, 'number_adjacent_block_facts': 0.9666666666666668}"
11,12,"{'number_adjacent_facts_other_value': 3.05, 'number_other_facts_same_value': 1.9714285714285713, 'number_other_facts_other_value': 5.0, 'adjacent_col_used': 6.0, 'adjacent_row_used': 6.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 1.4821428571428572, 'other_row_cons': 1.1416666666666666, 'other_block_cons': 5.75, 'number_adjacent_row_facts': 2.5, 'number_adjacent_col_facts': 2.466666666666667, 'number_adjacent_block_facts': 0.9666666666666668}"
12,13,"{'number_adjacent_facts_other_value': 3.05, 'number_other_facts_same_value': 1.9714285714285713, 'number_other_facts_other_value': 5.0, 'adjacent_col_used': 6.0, 'adjacent_row_used': 6.0009999999999994, 'adjacent_block_used': 0.001, 'other_col_cons': 1.4821428571428572, 'other_row_cons': 1.1416666666666666, 'other_block_cons': 5.75, 'number_adjacent_row_facts': 2.5, 'number_adjacent_col_facts': 2.466666666666667, 'number_adjacent_block_facts': 0.9666666666666668}"
