,iter,weights
0,1,"{'number_adjacent_facts_other_value': 1, 'number_other_facts_same_value': 1, 'number_other_facts_other_value': 1, 'adjacent_col_used': 1, 'adjacent_row_used': 1, 'adjacent_block_used': 1, 'other_col_cons': 1, 'other_row_cons': 1, 'other_block_cons': 1, 'number_adjacent_row_facts': 1, 'number_adjacent_col_facts': 1, 'number_adjacent_block_facts': 1}"
1,2,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.75, 'number_other_facts_other_value': 1.5, 'adjacent_col_used': 0.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 1.5, 'other_col_cons': 1.5, 'other_row_cons': 1.375, 'other_block_cons': 1.375, 'number_adjacent_row_facts': 1.5, 'number_adjacent_col_facts': 1.5, 'number_adjacent_block_facts': 1.5}"
2,3,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.5, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.0, 'adjacent_row_used': 1.5, 'adjacent_block_used': 1.0, 'other_col_cons': 1.5, 'other_row_cons': 1.375, 'other_block_cons': 1.875, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
3,4,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.5, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.375, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
4,5,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.375, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
5,6,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.375, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
6,7,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.5416666666666667, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
7,8,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.7083333333333335, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
8,9,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.7083333333333335, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
9,10,"{'number_adjacent_facts_other_value': 1.5, 'number_other_facts_same_value': 0.6666666666666666, 'number_other_facts_other_value': 2.0, 'adjacent_col_used': 1.5, 'adjacent_row_used': 1.5, 'adjacent_block_used': 0.5, 'other_col_cons': 1.0, 'other_row_cons': 1.7083333333333335, 'other_block_cons': 2.375, 'number_adjacent_row_facts': 1.0, 'number_adjacent_col_facts': 1.75, 'number_adjacent_block_facts': 1.3333333333333333}"
