,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,adjacent_col_used,adjacent_row_used,adjacent_block_used,other_col_cons,other_row_cons,other_block_cons,number_adjacent_row_facts,number_adjacent_col_facts,number_adjacent_block_facts,name
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Starting
1,-0.1,0.25,-0.038461538461538464,-1.0,-1.0,1.0,0.25,0.25,-0.25,-0.125,-0.125,-0.125,Difference
2,0.95,1.125,0.9807692307692307,0.5,0.5,1.5,1.125,1.125,0.875,0.9375,0.9375,0.9375,Final
3,0.95,1.125,0.9807692307692307,0.5,0.5,1.5,1.125,1.125,0.875,0.9375,0.9375,0.9375,Starting
4,0.1,-0.125,0.019230769230769232,1.0,-1.0,0.0,-0.25,0.125,0.125,0.125,0.125,0.125,Difference
5,1.0,1.0625,0.9903846153846153,1.0,0.001,1.5,1.0,1.1875,0.9375,1.0,1.0,1.0,Final
6,1.0,1.0625,0.9903846153846153,1.0,0.001,1.5,1.0,1.1875,0.9375,1.0,1.0,1.0,Starting
7,0.1,-0.125,0.019230769230769232,1.0,-1.0,0.0,-0.25,0.125,0.125,0.125,0.125,0.125,Difference
8,1.05,1.0,0.9999999999999999,1.5,0.001,1.5,0.875,1.25,1.0,1.0625,1.0625,1.0625,Final
9,1.05,1.0,0.9999999999999999,1.5,0.001,1.5,0.875,1.25,1.0,1.0625,1.0625,1.0625,Starting
10,0.05,0.125,0.057692307692307696,0.0,0.0,0.0,0.125,0.125,0.125,-0.125,0.25,-0.125,Difference
11,1.075,1.0625,1.0288461538461537,1.5,0.001,1.5,0.9375,1.3125,1.0625,1.0,1.1875,1.0,Final
12,1.075,1.0625,1.0288461538461537,1.5,0.001,1.5,0.9375,1.3125,1.0625,1.0,1.1875,1.0,Starting
13,0.1,-0.125,0.019230769230769232,0.0,0.0,0.0,-0.125,0.125,0.125,0.125,0.125,0.125,Difference
14,1.125,1.0,1.0384615384615383,1.5,0.001,1.5,0.875,1.375,1.125,1.0625,1.25,1.0625,Final
15,1.125,1.0,1.0384615384615383,1.5,0.001,1.5,0.875,1.375,1.125,1.0625,1.25,1.0625,Starting
16,0.05,-0.125,0.019230769230769232,0.0,0.0,0.0,-0.125,0.125,0.125,0.125,0.0,0.125,Difference
17,1.15,0.9375,1.048076923076923,1.5,0.001,1.5,0.8125,1.4375,1.1875,1.125,1.25,1.125,Final
18,1.15,0.9375,1.048076923076923,1.5,0.001,1.5,0.8125,1.4375,1.1875,1.125,1.25,1.125,Starting
19,-0.05,0.125,0.019230769230769232,0.0,0.0,0.0,0.25,0.125,0.125,-0.25,0.125,-0.125,Difference
20,1.125,1.0,1.0576923076923075,1.5,0.001,1.5,0.9375,1.5,1.25,1.0,1.3125,1.0625,Final
21,1.125,1.0,1.0576923076923075,1.5,0.001,1.5,0.9375,1.5,1.25,1.0,1.3125,1.0625,Starting
22,-0.05,-0.125,0.019230769230769232,0.0,0.0,0.0,-0.125,0.125,0.125,-0.25,0.125,0.125,Difference
23,1.1,0.9375,1.067307692307692,1.5,0.001,1.5,0.875,1.5625,1.3125,0.875,1.375,1.125,Final
24,1.1,0.9375,1.067307692307692,1.5,0.001,1.5,0.875,1.5625,1.3125,0.875,1.375,1.125,Starting
25,0.2,-0.25,0.019230769230769232,0.0,0.0,0.0,-0.125,0.0,-0.125,0.5,0.0,0.125,Difference
26,1.2000000000000002,0.8125,1.0769230769230766,1.5,0.001,1.5,0.8125,1.5625,1.25,1.125,1.375,1.1875,Final
27,1.2000000000000002,0.8125,1.0769230769230766,1.5,0.001,1.5,0.8125,1.5625,1.25,1.125,1.375,1.1875,Starting
28,-0.15,0.125,-0.019230769230769232,0.0,0.0,0.0,0.125,0.125,0.125,-0.5,0.125,0.0,Difference
29,1.1250000000000002,0.875,1.067307692307692,1.5,0.001,1.5,0.875,1.625,1.3125,0.875,1.4375,1.1875,Final
30,1.1250000000000002,0.875,1.067307692307692,1.5,0.001,1.5,0.875,1.625,1.3125,0.875,1.4375,1.1875,Starting
31,0.05,-0.125,0.019230769230769232,0.0,0.0,0.0,-0.125,0.0,0.0,0.125,0.0,0.125,Difference
32,1.1500000000000001,0.8125,1.0769230769230766,1.5,0.001,1.5,0.8125,1.625,1.3125,0.9375,1.4375,1.25,Final
33,1.1500000000000001,0.8125,1.0769230769230766,1.5,0.001,1.5,0.8125,1.625,1.3125,0.9375,1.4375,1.25,Starting
34,0.05,0.125,0.019230769230769232,0.0,0.0,0.0,0.25,0.0,-0.125,0.125,0.0,0.0,Difference
35,1.175,0.875,1.0865384615384612,1.5,0.001,1.5,0.9375,1.625,1.25,1.0,1.4375,1.25,Final
36,1.175,0.875,1.0865384615384612,1.5,0.001,1.5,0.9375,1.625,1.25,1.0,1.4375,1.25,Starting
37,0.05,0.125,0.019230769230769232,0.0,0.0,0.0,0.25,0.0,-0.125,0.125,0.0,0.0,Difference
38,1.2,0.9375,1.0961538461538458,1.5,0.001,1.5,1.0625,1.625,1.1875,1.0625,1.4375,1.25,Final
39,1.2,0.9375,1.0961538461538458,1.5,0.001,1.5,1.0625,1.625,1.1875,1.0625,1.4375,1.25,Starting
